,Id,MSSubClass,LotFrontage,LotArea,Alley,LotShape,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice
65,66,60,76.0,9591,,Reg,Gtl,NridgHt,2Story,8,5,2004,2005,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1143.0,Ex,Y,1143,1330,0,2473,0.0,0.0,2,1,4,1,Gd,Typ,1,Gd,BuiltIn,2004.0,RFn,852.0,TA,TA,192,151,0,0,0,0,,,,0,10,2007,317000.0
66,67,20,,19900,,Reg,Gtl,NAmes,1Story,7,5,1970,1989,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912.0,Unf,0.0,1035.0,TA,Y,2207,0,0,2207,1.0,0.0,2,0,3,1,TA,Min1,1,Gd,Attchd,1970.0,RFn,576.0,TA,TA,301,0,0,0,0,0,,,,0,7,2010,180000.0
67,68,20,72.0,10665,,IR1,Gtl,CollgCr,1Story,7,5,2003,2003,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013.0,Unf,0.0,440.0,Ex,Y,1479,0,0,1479,1.0,0.0,2,0,3,1,Gd,Typ,0,,Attchd,2003.0,RFn,558.0,TA,TA,144,29,0,0,0,0,,,,0,6,2007,226000.0
68,69,30,47.0,4608,,Reg,Gtl,OldTown,1Story,4,6,1945,1950,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,747.0,TA,Y,747,0,0,747,0.0,0.0,1,0,2,1,TA,Typ,0,,Attchd,1945.0,Unf,220.0,TA,TA,0,0,0,0,0,0,,,,0,6,2010,80000.0
69,70,50,81.0,15593,,Reg,Gtl,ClearCr,1.5Fin,7,4,1953,1953,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603.0,Unf,0.0,701.0,TA,Y,1304,983,0,2287,0.0,0.0,2,0,3,1,TA,Typ,1,TA,Attchd,1953.0,Fin,667.0,TA,TA,0,21,114,0,0,0,,,,0,7,2006,225000.0
70,71,20,95.0,13651,,IR1,Gtl,NAmes,1Story,7,6,1973,1973,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880.0,Unf,0.0,343.0,Ex,Y,2223,0,0,2223,1.0,0.0,2,0,3,1,TA,Typ,2,Gd,Attchd,1973.0,Fin,516.0,TA,TA,300,0,0,0,0,0,,,,0,2,2007,244000.0
71,72,20,69.0,7599,,Reg,Gtl,Mitchel,1Story,4,6,1982,2006,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565.0,Unf,0.0,280.0,TA,Y,845,0,0,845,1.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1987.0,Unf,360.0,TA,TA,0,0,0,0,0,0,,,,0,6,2007,129500.0
72,73,60,74.0,10141,,IR1,Gtl,Gilbert,2Story,7,5,1998,1998,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,832.0,Gd,Y,885,833,0,1718,0.0,0.0,2,1,3,1,TA,Typ,1,TA,Attchd,1998.0,Fin,427.0,TA,TA,0,94,0,0,291,0,,,,0,12,2009,185000.0
73,74,20,85.0,10200,,Reg,Gtl,NAmes,1Story,5,7,1954,2003,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320.0,BLQ,362.0,404.0,Gd,Y,1086,0,0,1086,1.0,0.0,1,0,3,1,TA,Typ,0,,Attchd,1989.0,Unf,490.0,TA,TA,0,0,0,0,0,0,,GdWo,,0,5,2010,144900.0
74,75,50,60.0,5790,,Reg,Gtl,OldTown,2Story,3,6,1915,1950,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,840.0,Gd,N,840,765,0,1605,0.0,0.0,2,0,3,2,TA,Typ,0,,Detchd,1915.0,Unf,379.0,TA,TA,0,0,202,0,0,0,,,,0,5,2010,107400.0
75,76,180,21.0,1596,,Reg,Gtl,MeadowV,SLvl,4,5,1973,1973,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462.0,Unf,0.0,0.0,TA,Y,526,462,0,988,1.0,0.0,1,0,2,1,TA,Typ,0,,BuiltIn,1973.0,Unf,297.0,TA,TA,120,101,0,0,0,0,,GdWo,,0,11,2009,91000.0
76,77,20,,8475,,IR1,Gtl,NAmes,1Story,4,7,1956,1956,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228.0,Unf,0.0,724.0,Ex,Y,952,0,0,952,0.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1956.0,Unf,283.0,TA,TA,0,0,0,0,0,0,,,,0,4,2008,135750.0
77,78,50,50.0,8635,,Reg,Gtl,BrkSide,1.5Fin,5,5,1948,2001,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336.0,GLQ,41.0,295.0,TA,Y,1072,213,0,1285,1.0,0.0,1,0,2,1,TA,Min1,0,,Detchd,1948.0,Unf,240.0,TA,TA,0,0,0,0,0,0,,MnPrv,,0,1,2008,127000.0
78,79,90,72.0,10778,,Reg,Gtl,Sawyer,1Story,4,5,1968,1968,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1768.0,TA,N,1768,0,0,1768,0.0,0.0,2,0,4,2,TA,Typ,0,,,,,0.0,,,0,0,0,0,0,0,,,,0,4,2010,136500.0
79,80,50,60.0,10440,Grvl,Reg,Gtl,OldTown,2Story,5,6,1910,1981,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,440.0,Gd,Y,682,548,0,1230,0.0,0.0,1,1,2,1,TA,Typ,0,,Detchd,1966.0,Unf,440.0,TA,TA,74,0,128,0,0,0,,MnPrv,,0,5,2009,110000.0
80,81,60,100.0,13000,,Reg,Gtl,NAmes,2Story,6,6,1968,1968,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448.0,Unf,0.0,448.0,TA,Y,1182,960,0,2142,0.0,0.0,2,1,4,1,Gd,Typ,1,Gd,Attchd,1968.0,Fin,509.0,TA,TA,0,72,0,0,252,0,,,,0,6,2009,193500.0
81,82,120,32.0,4500,,Reg,Gtl,Mitchel,1Story,6,5,1998,1998,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201.0,Unf,0.0,36.0,Ex,Y,1337,0,0,1337,1.0,0.0,2,0,2,1,TA,Typ,0,,Attchd,1998.0,Fin,405.0,TA,TA,0,199,0,0,0,0,,,,0,3,2006,153500.0
82,83,20,78.0,10206,,Reg,Gtl,Somerst,1Story,8,5,2007,2007,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33.0,Unf,0.0,1530.0,Ex,Y,1563,0,0,1563,0.0,0.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,2007.0,RFn,758.0,TA,TA,144,99,0,0,0,0,,,,0,10,2008,245000.0
83,84,20,80.0,8892,,IR1,Gtl,NAmes,1Story,5,5,1960,1960,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1065.0,Gd,Y,1065,0,0,1065,0.0,0.0,1,1,3,1,TA,Typ,0,,Detchd,1974.0,Unf,461.0,TA,TA,74,0,0,0,0,0,,,,0,7,2007,126500.0
84,85,80,,8530,,IR1,Gtl,Gilbert,SLvl,7,5,1995,1996,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,Gd,Y,804,670,0,1474,0.0,0.0,2,1,3,1,TA,Typ,1,TA,BuiltIn,1995.0,Fin,400.0,TA,TA,120,72,0,0,0,0,,,Shed,700,5,2009,168500.0
85,86,60,121.0,16059,,Reg,Gtl,NoRidge,2Story,8,5,1991,1992,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1288.0,Ex,Y,1301,1116,0,2417,0.0,0.0,2,1,4,1,Gd,Typ,1,TA,Attchd,1991.0,Unf,462.0,TA,TA,127,82,0,0,0,0,,,,0,4,2006,260000.0
86,87,60,122.0,11911,,IR2,Gtl,Gilbert,2Story,6,5,2005,2005,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,684.0,Ex,Y,684,876,0,1560,0.0,0.0,2,1,3,1,Gd,Typ,1,Gd,BuiltIn,2005.0,Fin,400.0,TA,TA,100,38,0,0,0,0,,,,0,3,2009,174000.0
87,88,160,40.0,3951,Pave,Reg,Gtl,Somerst,2Story,6,5,2009,2009,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,612.0,Ex,Y,612,612,0,1224,0.0,0.0,2,1,2,1,Gd,Typ,0,,Detchd,2009.0,RFn,528.0,TA,TA,0,234,0,0,0,0,,,,0,6,2009,164500.0
88,89,50,105.0,8470,,IR1,Gtl,IDOTRR,1.5Fin,3,2,1915,1982,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,1013.0,TA,N,1013,0,513,1526,0.0,0.0,1,0,2,1,Fa,Typ,0,,,,,0.0,,,0,0,156,0,0,0,,MnPrv,,0,10,2009,85000.0
89,90,20,60.0,8070,,Reg,Gtl,CollgCr,1Story,4,5,1994,1995,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588.0,Unf,0.0,402.0,Ex,Y,990,0,0,990,1.0,0.0,1,0,3,1,TA,Typ,0,,,,,0.0,,,0,0,0,0,0,0,,,,0,8,2007,123600.0
90,91,20,60.0,7200,,Reg,Gtl,NAmes,1Story,4,5,1950,1950,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,TA,Y,1040,0,0,1040,0.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1950.0,Unf,420.0,TA,TA,0,29,0,0,0,0,,,,0,7,2006,109900.0
91,92,20,85.0,8500,,Reg,Gtl,NAmes,1Story,5,3,1961,1961,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600.0,Unf,0.0,635.0,TA,Y,1235,0,0,1235,0.0,0.0,1,0,2,1,TA,Typ,0,,Attchd,1961.0,Unf,480.0,TA,TA,0,0,0,0,0,0,,GdWo,,0,12,2006,98600.0
92,93,30,80.0,13360,Grvl,IR1,Gtl,Crawfor,1Story,5,7,1921,2006,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713.0,Unf,0.0,163.0,Ex,Y,964,0,0,964,1.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1921.0,Unf,432.0,TA,TA,0,0,44,0,0,0,,,,0,8,2009,163500.0
93,94,190,60.0,7200,,Reg,Gtl,OldTown,2.5Unf,6,6,1910,1998,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046.0,Unf,0.0,168.0,Ex,N,1260,1031,0,2291,0.0,1.0,2,0,4,2,TA,Typ,1,Gd,Detchd,1900.0,Unf,506.0,TA,TA,0,0,0,0,99,0,,,,0,11,2007,133900.0
94,95,60,69.0,9337,,IR1,Gtl,CollgCr,2Story,6,5,1997,1997,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648.0,Unf,0.0,176.0,Ex,Y,905,881,0,1786,1.0,0.0,2,1,3,1,Gd,Typ,0,,Attchd,1997.0,RFn,684.0,TA,TA,0,162,0,0,0,0,,,,0,5,2007,204750.0
95,96,60,,9765,,IR2,Gtl,Gilbert,2Story,6,8,1993,1993,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310.0,Unf,0.0,370.0,Gd,Y,680,790,0,1470,0.0,0.0,2,1,3,1,TA,Typ,1,TA,BuiltIn,1993.0,Fin,420.0,TA,TA,232,63,0,0,0,0,,,Shed,480,4,2009,185000.0
96,97,20,78.0,10264,,IR1,Gtl,CollgCr,1Story,7,5,1999,1999,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162.0,Unf,0.0,426.0,Ex,Y,1588,0,0,1588,0.0,0.0,2,0,3,1,Gd,Typ,0,,Attchd,1999.0,RFn,472.0,TA,TA,158,29,0,0,0,0,,,,0,8,2006,214000.0
97,98,20,73.0,10921,,Reg,Gtl,Edwards,1Story,4,5,1965,1965,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520.0,Unf,0.0,440.0,TA,Y,960,0,0,960,1.0,0.0,1,0,3,1,TA,Typ,0,,Attchd,1965.0,Fin,432.0,TA,TA,120,0,0,0,0,0,,,,0,5,2007,94750.0
98,99,30,85.0,10625,,Reg,Gtl,Edwards,1Story,5,5,1920,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108.0,Unf,0.0,350.0,Fa,N,835,0,0,835,0.0,0.0,1,0,2,1,TA,Typ,0,,Basment,1920.0,Unf,366.0,Fa,TA,0,0,77,0,0,0,,,Shed,400,5,2010,83000.0
99,100,20,77.0,9320,,IR1,Gtl,NAmes,1Story,4,5,1959,1959,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569.0,Unf,0.0,381.0,Fa,Y,1225,0,0,1225,1.0,0.0,1,1,3,1,TA,Typ,0,,,,,0.0,,,352,0,0,0,0,0,,,Shed,400,1,2010,128950.0
100,101,20,,10603,,IR1,Gtl,NWAmes,1Story,6,7,1977,2001,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200.0,Unf,0.0,410.0,Gd,Y,1610,0,0,1610,1.0,0.0,2,0,3,1,Gd,Typ,2,TA,Attchd,1977.0,RFn,480.0,TA,TA,168,68,0,0,0,0,,,,0,2,2010,205000.0
101,102,60,77.0,9206,,Reg,Gtl,SawyerW,2Story,6,5,1985,1985,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,741.0,TA,Y,977,755,0,1732,0.0,0.0,2,1,3,1,Gd,Typ,1,TA,Attchd,1985.0,Fin,476.0,TA,TA,192,46,0,0,0,0,,,,0,6,2010,178000.0
102,103,90,64.0,7018,,Reg,Gtl,SawyerW,1Story,5,5,1979,1979,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,,,,,0.0,,0.0,0.0,TA,Y,1535,0,0,1535,0.0,0.0,2,0,4,2,TA,Typ,0,,Attchd,1979.0,Unf,410.0,TA,TA,0,0,0,0,0,0,,,,0,6,2009,118964.0
103,104,20,94.0,10402,,IR1,Gtl,CollgCr,1Story,7,5,2009,2009,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1226.0,Ex,Y,1226,0,0,1226,0.0,0.0,2,0,3,1,Gd,Typ,0,,Attchd,2009.0,RFn,740.0,TA,TA,0,36,0,0,0,0,,,,0,5,2010,198900.0
104,105,50,,7758,,Reg,Gtl,IDOTRR,1.5Fin,7,4,1931,1950,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224.0,Unf,0.0,816.0,Ex,Y,1226,592,0,1818,0.0,0.0,1,1,4,1,TA,Typ,2,TA,Detchd,1951.0,Unf,240.0,TA,TA,0,0,0,0,184,0,,,,0,6,2007,169500.0
105,106,60,75.0,9375,,Reg,Gtl,Somerst,2Story,8,5,2003,2004,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1053.0,Ex,Y,1053,939,0,1992,0.0,0.0,2,1,3,1,Gd,Typ,1,Gd,Attchd,2003.0,RFn,648.0,TA,TA,140,45,0,0,0,0,,,,0,8,2008,250000.0
106,107,30,60.0,10800,Grvl,Reg,Gtl,OldTown,1Story,4,7,1885,1995,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,641.0,Gd,Y,1047,0,0,1047,0.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1954.0,Unf,273.0,Fa,Fa,0,0,0,0,0,0,,,Shed,450,8,2007,100000.0
107,108,20,50.0,6000,,Reg,Gtl,OldTown,1Story,5,5,1948,1950,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104.0,BLQ,169.0,516.0,Ex,Y,789,0,0,789,0.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1948.0,Unf,250.0,TA,TA,0,0,0,0,0,0,,,,0,4,2008,115000.0
108,109,50,85.0,8500,,Reg,Gtl,IDOTRR,1.5Fin,5,7,1919,2005,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,793.0,TA,N,997,520,0,1517,0.0,0.0,2,0,3,1,Fa,Typ,0,,,,,0.0,,,0,0,144,0,0,0,,,,0,8,2007,115000.0
109,110,20,105.0,11751,,IR1,Gtl,NWAmes,1Story,6,6,1977,1977,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,705.0,Unf,0.0,1139.0,Ex,Y,1844,0,0,1844,0.0,0.0,2,0,3,1,TA,Typ,1,TA,Attchd,1977.0,RFn,546.0,TA,TA,0,122,0,0,0,0,,MnPrv,,0,1,2010,190000.0
110,111,50,75.0,9525,,Reg,Gtl,Edwards,1.5Fin,6,4,1954,1972,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,444.0,Unf,0.0,550.0,Gd,Y,1216,639,0,1855,0.0,0.0,2,0,4,1,TA,Typ,0,,Attchd,1954.0,Unf,325.0,TA,TA,182,0,0,0,0,0,,,,0,10,2006,136900.0
111,112,80,,7750,,IR1,Gtl,Gilbert,SLvl,7,5,2000,2000,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,250.0,Unf,0.0,134.0,Ex,Y,774,656,0,1430,0.0,0.0,2,1,3,1,TA,Typ,1,TA,BuiltIn,2000.0,Fin,400.0,TA,TA,180,0,0,0,0,0,,,,0,4,2010,180000.0
112,113,60,77.0,9965,,Reg,Gtl,CollgCr,2Story,7,5,2007,2007,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,984.0,Unf,0.0,280.0,Ex,Y,1282,1414,0,2696,1.0,0.0,2,1,4,1,Ex,Typ,1,Gd,BuiltIn,2007.0,Fin,792.0,TA,TA,120,184,0,0,168,0,,,,0,10,2007,383970.0
113,114,20,,21000,,Reg,Gtl,Crawfor,1Story,6,5,1953,1953,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35.0,Rec,869.0,905.0,TA,Y,2259,0,0,2259,1.0,0.0,2,0,3,1,Gd,Typ,2,Gd,Basment,1953.0,Unf,450.0,TA,TA,166,120,192,0,0,0,,MnPrv,,0,10,2007,217000.0
114,115,70,61.0,7259,,IR1,Mod,Crawfor,2Story,6,8,1945,2002,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774.0,LwQ,150.0,104.0,Ex,Y,1436,884,0,2320,1.0,0.0,2,1,3,1,Gd,Typ,1,TA,Detchd,1945.0,Unf,180.0,TA,TA,224,0,0,0,0,0,,MnPrv,,0,7,2007,259500.0
115,116,160,34.0,3230,Pave,Reg,Gtl,Somerst,2Story,6,5,1999,1999,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419.0,Unf,0.0,310.0,Gd,Y,729,729,0,1458,0.0,0.0,2,1,2,1,TA,Typ,1,Fa,Detchd,1999.0,Unf,440.0,TA,TA,0,32,0,0,0,0,,,,0,6,2007,176000.0
116,117,20,,11616,,Reg,Gtl,Sawyer,1Story,5,5,1962,1962,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,TA,CBlock,TA,TA,No,LwQ,170.0,BLQ,670.0,252.0,TA,Y,1092,0,0,1092,0.0,1.0,1,0,3,1,TA,Typ,1,Po,Attchd,1962.0,Unf,288.0,TA,TA,0,20,144,0,0,0,,,,0,9,2009,139000.0
117,118,20,74.0,8536,,Reg,Gtl,Edwards,1Story,5,5,2006,2007,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1125.0,Gd,Y,1125,0,0,1125,0.0,0.0,1,1,2,1,TA,Typ,0,,Attchd,2007.0,Unf,430.0,TA,TA,80,64,0,0,0,0,,,,0,4,2007,155000.0
118,119,60,90.0,12376,,Reg,Gtl,SawyerW,2Story,7,5,1990,1990,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470.0,Unf,0.0,203.0,Gd,Y,1699,1523,0,3222,1.0,0.0,3,0,5,1,Gd,Typ,2,TA,Attchd,1990.0,Unf,594.0,TA,TA,367,0,0,0,0,0,,,,0,5,2010,320000.0
119,120,60,65.0,8461,,Reg,Gtl,CollgCr,2Story,6,5,2005,2006,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,Ex,Y,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,Typ,1,Gd,Attchd,2005.0,Fin,390.0,TA,TA,0,24,0,0,0,0,,,,0,7,2006,163990.0
120,121,80,,21453,,IR1,Sev,ClearCr,SLvl,6,5,1969,1969,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,938.0,Unf,0.0,0.0,Ex,Y,988,0,0,988,1.0,0.0,1,0,1,1,TA,Typ,2,TA,Attchd,1969.0,Unf,540.0,TA,TA,0,130,0,130,0,0,,,,0,10,2006,180000.0
121,122,50,50.0,6060,,Reg,Gtl,IDOTRR,1.5Fin,4,5,1939,1950,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,732.0,Gd,Y,772,351,0,1123,0.0,0.0,1,0,3,1,TA,Typ,0,,Detchd,1979.0,Unf,264.0,TA,TA,0,0,140,0,0,0,,MnPrv,,0,6,2007,100000.0
122,123,20,75.0,9464,,Reg,Gtl,NAmes,1Story,6,7,1958,1958,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,570.0,Unf,0.0,510.0,Gd,Y,1080,0,0,1080,0.0,0.0,1,0,3,1,TA,Typ,0,,Attchd,1958.0,Unf,288.0,TA,TA,0,0,0,0,130,0,,,,0,6,2008,136000.0
123,124,120,55.0,7892,,Reg,Gtl,SawyerW,1Story,6,5,1993,1993,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300.0,Unf,0.0,899.0,Ex,Y,1199,0,0,1199,0.0,0.0,2,0,2,1,Gd,Typ,0,,Attchd,1993.0,RFn,530.0,TA,TA,0,63,0,0,0,0,,,,0,3,2008,153900.0
124,125,20,48.0,17043,,IR1,Gtl,NWAmes,1Story,6,5,1979,1998,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,Fa,No,Unf,0.0,Unf,0.0,1362.0,TA,Y,1586,0,0,1586,0.0,0.0,2,0,3,1,TA,Typ,1,TA,Attchd,1979.0,Unf,435.0,TA,TA,192,0,0,0,0,0,,,,0,1,2009,181000.0
125,126,190,60.0,6780,,Reg,Gtl,IDOTRR,1.5Fin,6,8,1935,1982,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,490.0,Unf,0.0,30.0,Gd,N,520,0,234,754,1.0,0.0,1,0,2,1,TA,Typ,0,,,,,0.0,,,53,0,0,0,0,0,,,,0,6,2006,84500.0
126,127,120,,4928,,IR1,Gtl,NPkVill,1Story,6,5,1976,1976,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,120.0,Unf,0.0,958.0,TA,Y,958,0,0,958,0.0,0.0,2,0,2,1,TA,Typ,1,TA,Attchd,1977.0,RFn,440.0,TA,TA,0,205,0,0,0,0,,,,0,2,2007,128000.0
127,128,45,55.0,4388,,IR1,Gtl,OldTown,1.5Unf,5,7,1930,1950,WdShing,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,LwQ,116.0,Unf,0.0,556.0,Ex,Y,840,0,0,840,0.0,0.0,1,0,3,1,TA,Typ,1,TA,,,,0.0,,,0,0,0,0,0,0,,,,0,6,2007,87000.0
128,129,60,69.0,7590,,Reg,Gtl,NAmes,2Story,6,5,1966,1966,VinylSd,VinylSd,BrkFace,266.0,TA,TA,CBlock,TA,TA,No,BLQ,512.0,Unf,0.0,148.0,TA,Y,660,688,0,1348,0.0,0.0,1,1,3,1,TA,Typ,1,Fa,Attchd,1966.0,RFn,453.0,TA,TA,188,108,0,0,0,0,,,,0,7,2006,155000.0
129,130,20,69.0,8973,,Reg,Gtl,NAmes,1Story,5,7,1958,1991,Plywood,Plywood,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,Rec,567.0,BLQ,28.0,413.0,TA,Y,1053,0,0,1053,0.0,1.0,1,1,3,1,Ex,Typ,0,,2Types,1998.0,RFn,750.0,TA,TA,0,80,0,180,0,0,,MnWw,,0,7,2006,150000.0
130,131,60,88.0,14200,,Reg,Gtl,NAmes,2Story,7,6,1966,1966,MetalSd,MetalSd,BrkFace,309.0,TA,TA,CBlock,TA,TA,No,Rec,445.0,Unf,0.0,479.0,Ex,Y,1216,941,0,2157,0.0,0.0,2,1,4,1,Gd,Typ,2,Gd,Attchd,1966.0,Fin,487.0,TA,TA,105,66,0,0,0,0,,GdPrv,,0,5,2006,226000.0
131,132,60,,12224,,IR1,Gtl,Gilbert,2Story,6,5,2000,2000,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,GLQ,695.0,Unf,0.0,297.0,Ex,Y,1022,1032,0,2054,1.0,0.0,2,1,3,1,Gd,Typ,1,TA,BuiltIn,2000.0,RFn,390.0,TA,TA,24,48,0,0,0,0,,,,0,7,2009,244000.0
132,133,20,75.0,7388,,Reg,Gtl,NAmes,1Story,5,6,1959,2002,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,405.0,Unf,0.0,658.0,Gd,Y,1327,0,0,1327,1.0,0.0,1,0,3,1,Gd,Typ,0,,Detchd,1974.0,Unf,624.0,TA,TA,0,0,0,0,0,0,,,,0,7,2007,150750.0
