Id,MSSubClass,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenAbvGr,KitchenQual,GarageFinish,GarageCars,GarageArea,EnclosedPorch,YrSold,SalePrice
953,85,CollgCr,5,8,1972,2003,TA,Gd,768,768,768,1,1,TA,Fin,1,396,0,2009,133900
954,60,Mitchel,5,4,1969,1969,TA,TA,784,1168,1968,2,1,TA,RFn,2,530,0,2008,172000
955,90,Edwards,6,5,1975,1975,TA,Gd,945,980,980,2,0,TA,NA,0,0,0,2006,127500
956,90,Crawfor,6,6,1946,1950,TA,Gd,979,979,1958,2,2,TA,Unf,2,492,0,2007,145000
957,160,Blueste,6,6,1980,1980,TA,Gd,561,561,1229,1,1,TA,Fin,2,462,0,2009,124000
958,20,Sawyer,5,5,1962,1962,TA,TA,1057,1057,1057,1,1,TA,Fin,2,576,0,2007,132000
959,20,CollgCr,7,5,2003,2003,Gd,Gd,1337,1337,1337,2,1,Gd,RFn,2,531,0,2007,185000
960,160,Somerst,7,5,1999,1999,Gd,Gd,696,696,1416,2,1,Gd,Unf,2,484,0,2010,155000
961,20,BrkSide,5,7,1958,2008,TA,TA,858,858,858,1,1,TA,NA,0,0,0,2010,116500
962,60,NWAmes,6,7,1977,1995,TA,Gd,1330,1542,2872,2,1,TA,Fin,2,619,0,2008,272000
963,160,NPkVill,6,6,1976,1976,TA,Gd,804,804,1548,2,1,Gd,Unf,2,440,0,2007,155000
964,20,CollgCr,9,5,2007,2007,Gd,Ex,1800,1800,1800,2,1,Ex,Fin,2,702,0,2009,239000
965,60,Timber,7,5,2002,2003,Gd,Gd,817,824,1894,2,1,Gd,Fin,2,510,0,2010,214900
966,60,Gilbert,6,5,2005,2007,Gd,Gd,783,783,1484,2,1,Gd,Fin,2,393,0,2007,178900
967,50,Crawfor,5,7,1940,1950,Gd,TA,728,976,1308,1,1,TA,Unf,1,256,0,2009,160000
968,20,NAmes,5,7,1955,1955,TA,TA,1098,1098,1098,1,1,TA,Unf,1,260,0,2008,135000
969,50,OldTown,3,6,1910,1950,TA,TA,600,600,968,1,1,TA,NA,0,0,0,2009,37900
970,190,NAmes,6,5,1958,1958,TA,TA,588,1095,1095,1,1,TA,RFn,1,264,0,2006,140000
971,50,NAmes,4,4,1949,1950,TA,TA,720,720,1192,1,1,TA,NA,0,0,0,2006,135000
972,160,NridgHt,7,5,2003,2004,Gd,Gd,764,764,1626,2,1,Gd,RFn,2,474,0,2009,173000
973,120,SawyerW,6,5,1979,1979,TA,Gd,918,918,918,2,1,TA,Unf,1,264,0,2010,99500
974,20,Somerst,7,5,2007,2008,Gd,Gd,1428,1428,1428,2,1,Gd,Fin,2,480,0,2008,182000
975,70,BrkSide,7,8,1910,1993,TA,Gd,728,1136,2019,1,1,Gd,Unf,2,532,0,2009,167500
976,160,Somerst,7,5,2000,2000,Gd,Gd,673,673,1382,2,1,Gd,Unf,2,490,0,2006,165000
977,30,BrkSide,4,7,1923,1958,TA,Gd,440,869,869,1,1,Fa,NA,0,0,0,2006,85500
978,120,Somerst,7,5,2006,2007,Gd,Gd,1241,1241,1241,1,1,Gd,Fin,2,569,0,2007,199900
979,20,Edwards,4,5,1954,1954,TA,TA,894,894,894,1,1,TA,Unf,2,400,0,2007,110000
980,20,Sawyer,5,6,1963,1963,TA,TA,1121,1121,1121,1,1,TA,Unf,2,480,0,2009,139000
981,85,NAmes,7,9,1961,2007,Ex,TA,944,999,999,1,1,Ex,RFn,2,588,0,2008,178400
982,60,NoRidge,8,5,1998,1999,Gd,Gd,1225,1276,2612,2,1,Gd,Fin,3,676,0,2009,336000
983,20,Blmngtn,7,5,2007,2007,Gd,Gd,1266,1266,1266,2,1,Gd,Fin,2,388,0,2008,159895
984,60,CollgCr,8,5,2002,2002,Gd,Gd,1128,1149,2290,2,1,Gd,Unf,2,779,0,2008,255900
985,90,Mitchel,5,5,1977,1977,TA,NA,0,1302,1734,2,2,Gd,Unf,2,539,0,2009,126000
986,190,Edwards,5,5,1950,1950,TA,TA,1164,1164,1164,1,1,TA,Unf,1,240,0,2008,125000
987,50,OldTown,6,8,1910,2003,TA,TA,485,1001,1635,1,1,Gd,Unf,1,255,0,2006,117000
988,20,NridgHt,9,5,2009,2010,Ex,Ex,1930,1940,1940,2,1,Ex,Fin,3,606,0,2010,395192
989,60,NWAmes,6,6,1976,1976,TA,TA,848,1118,2030,2,1,Gd,Fin,2,551,0,2007,195000
990,60,Somerst,7,5,2006,2006,Gd,Gd,770,778,1576,2,1,Gd,RFn,2,614,0,2006,197000
991,60,NoRidge,8,5,1997,1998,Gd,Gd,1396,1407,2392,2,1,Gd,Fin,3,870,0,2006,348000
992,70,OldTown,8,9,1882,1986,Gd,TA,916,916,1742,1,1,Gd,Unf,2,424,0,2009,168000
993,60,NAmes,6,8,1964,1993,TA,TA,822,1020,1851,2,1,Gd,RFn,2,440,0,2007,187000
994,60,CollgCr,6,5,2005,2006,TA,Gd,750,750,1500,2,1,Gd,RFn,2,564,0,2006,173900
995,20,NridgHt,10,5,2006,2007,Ex,Ex,1700,1718,1718,2,1,Ex,Fin,3,786,0,2009,337500
996,50,BrkSide,4,7,1946,1950,TA,TA,747,774,1230,1,1,TA,Unf,1,305,0,2006,121600
997,20,NAmes,5,6,1961,1961,TA,TA,1050,1050,1050,1,1,TA,Unf,1,368,0,2006,136500
998,20,NWAmes,6,6,1970,1970,TA,TA,1442,1442,1442,2,1,TA,RFn,2,615,0,2009,185000
999,30,IDOTRR,3,4,1922,1950,TA,TA,1007,1077,1077,1,1,TA,Unf,1,210,48,2006,91000
1000,20,CollgCr,7,5,2006,2006,Gd,Gd,1187,1208,1208,2,1,Gd,RFn,2,632,0,2010,206000
1001,20,Edwards,3,3,1952,1952,TA,NA,0,944,944,1,1,Fa,Unf,2,528,0,2009,82000
1002,30,OldTown,5,6,1920,1950,TA,Fa,691,691,691,1,1,Ex,Unf,1,216,94,2007,86000
1003,20,Somerst,8,5,2006,2006,Gd,Gd,1574,1574,1574,2,1,Gd,RFn,3,824,0,2008,232000
1004,90,NWAmes,5,6,1976,1976,TA,TA,1680,1680,1680,2,2,TA,Unf,2,528,0,2007,136905
1005,120,Blmngtn,7,5,2005,2006,Gd,Gd,1346,1504,1504,2,1,Gd,Fin,2,457,0,2009,181000
1006,80,CollgCr,5,8,1977,1977,Gd,Gd,985,985,985,2,1,TA,Unf,1,328,0,2008,149900
1007,20,NAmes,6,3,1970,1970,TA,Gd,1657,1657,1657,2,1,TA,Unf,2,484,0,2007,163500
1008,160,MeadowV,4,4,1970,1970,TA,TA,546,546,1092,1,1,TA,RFn,1,286,0,2009,88000
1009,20,Mitchel,7,5,2004,2005,Gd,Ex,1710,1710,1710,2,1,Gd,Fin,2,550,0,2009,240000
1010,50,SWISU,5,5,1926,1950,TA,TA,1008,1008,1522,2,1,TA,NA,0,0,138,2006,102000
1011,50,Sawyer,5,5,1948,1950,TA,TA,720,720,1271,2,1,TA,Unf,1,312,108,2008,135000
1012,90,Edwards,5,5,1965,1965,TA,NA,0,1664,1664,2,2,TA,NA,0,0,0,2010,100000
1013,70,Crawfor,6,7,1923,1996,TA,TA,602,900,1502,1,1,Gd,Unf,1,180,112,2007,165000
1014,30,OldTown,5,4,1910,2006,TA,TA,1022,1022,1022,1,1,TA,Unf,1,280,226,2009,85000
1015,20,NAmes,6,5,1948,1950,TA,TA,1082,1082,1082,1,1,TA,Unf,1,240,0,2007,119200
1016,60,NWAmes,8,6,2001,2001,Gd,Gd,810,810,1665,2,1,Gd,Fin,2,528,0,2009,227000
1017,20,CollgCr,7,5,1996,1996,Gd,Gd,1504,1504,1504,2,1,Gd,Fin,2,478,0,2009,203000
1018,120,StoneBr,8,5,1984,1984,Gd,Gd,1220,1360,1360,1,1,Gd,RFn,2,565,0,2009,187500
1019,80,Gilbert,7,5,1991,1992,Gd,Gd,384,802,1472,2,1,Gd,RFn,2,402,0,2007,160000
1020,120,Blmngtn,7,5,2005,2005,Gd,Gd,1362,1506,1506,2,1,Gd,Fin,2,440,0,2006,213490
1021,20,Edwards,4,5,2005,2005,TA,Gd,1132,1132,1132,1,1,Gd,Fin,2,451,0,2008,176000
1022,20,CollgCr,7,5,2006,2006,Gd,Gd,1199,1220,1220,2,1,Gd,RFn,2,632,0,2006,194000
1023,50,OldTown,5,5,1930,1950,TA,TA,912,912,1248,1,1,TA,Unf,1,160,192,2007,87000
1024,120,Blmngtn,7,5,2005,2006,Gd,Gd,1346,1504,1504,2,1,Gd,Fin,2,437,0,2008,191000
1025,20,Timber,8,6,1976,1976,Gd,Gd,1565,2898,2898,2,1,Gd,Fin,2,665,174,2008,287000
1026,20,CollgCr,5,5,1972,1972,TA,TA,882,882,882,1,1,TA,Unf,2,461,0,2007,112500
1027,20,NAmes,5,5,1960,1960,TA,TA,1268,1264,1264,1,1,TA,Unf,2,461,0,2010,167500
1028,20,Timber,8,5,2007,2008,Gd,Gd,1638,1646,1646,2,1,Gd,RFn,3,800,0,2008,293077
1029,50,NAmes,5,5,1941,1950,TA,TA,768,968,1376,1,1,TA,Unf,1,240,0,2007,105000
1030,160,BrDale,6,7,1972,1972,TA,TA,672,672,1218,1,1,TA,Unf,1,264,0,2006,118000
1031,190,SWISU,5,8,1916,1995,TA,TA,686,948,1928,2,2,TA,NA,0,0,228,2006,160000
1032,75,SWISU,7,3,1920,1970,TA,TA,824,1687,3082,2,1,TA,Fin,2,672,0,2009,197000
1033,60,NoRidge,8,7,1993,1993,Gd,Gd,1338,1352,2520,2,1,Gd,RFn,3,796,0,2006,310000
1034,20,CollgCr,7,5,2002,2002,Gd,Gd,1654,1654,1654,2,1,Gd,Unf,3,900,0,2006,230000
1035,30,Crawfor,5,7,1938,1950,TA,Fa,920,954,954,1,1,Fa,Unf,1,240,0,2007,119750
1036,20,Edwards,4,3,1957,1957,TA,NA,0,845,845,1,1,TA,Unf,1,290,0,2009,84000
1037,20,Timber,9,5,2007,2008,Gd,Ex,1620,1620,1620,2,1,Ex,Fin,3,912,0,2009,315500
1038,60,CollgCr,8,5,2001,2002,Gd,Gd,1055,1055,2263,2,1,Gd,Fin,2,905,0,2008,287000
1039,160,MeadowV,4,6,1970,2008,TA,TA,546,798,1344,1,1,TA,NA,0,0,0,2009,97000
1040,180,MeadowV,4,4,1970,1970,TA,Gd,630,630,630,1,1,TA,Unf,1,286,0,2009,80000
1041,20,Sawyer,5,4,1957,2000,TA,TA,1134,1803,1803,2,1,TA,RFn,2,484,0,2006,155000
1042,60,NWAmes,6,8,1966,2000,TA,TA,800,800,1632,1,1,Gd,Unf,2,484,0,2008,173000
1043,120,NridgHt,6,5,2005,2005,Gd,Gd,1306,1306,1306,2,1,Gd,RFn,2,624,0,2009,196000
1044,60,SawyerW,7,5,1990,1990,TA,Gd,1475,1532,2329,2,1,Gd,Unf,2,514,0,2008,262280
1045,20,NWAmes,8,5,1981,1981,Gd,Gd,2524,2524,2524,2,1,Gd,Fin,2,542,0,2009,278000
1046,20,Edwards,3,5,1955,1955,TA,NA,0,1733,1733,2,1,TA,Unf,2,452,0,2009,139600
1047,60,StoneBr,9,5,2005,2006,Gd,Ex,1992,1992,2868,3,1,Ex,Fin,3,716,0,2006,556581
1048,20,CollgCr,5,5,1994,1995,TA,Gd,990,990,990,1,1,TA,Unf,2,672,0,2008,145000
1049,20,Mitchel,5,4,1960,2006,TA,NA,0,1771,1771,1,1,TA,Unf,2,336,0,2009,115000
1050,20,Edwards,4,7,1946,2006,TA,NA,0,930,930,1,1,Gd,Unf,1,308,0,2010,84900
1051,20,Gilbert,7,5,2007,2007,Gd,Gd,1302,1302,1302,2,1,Gd,Fin,2,436,0,2007,176485
1052,20,CollgCr,7,5,2007,2007,Gd,Gd,1316,1316,1316,2,1,Gd,Fin,2,440,0,2007,200141
1053,60,NAmes,6,6,1964,1978,TA,TA,816,1127,1977,1,1,TA,RFn,2,540,0,2007,165000
1054,20,Edwards,5,6,1957,2002,TA,TA,1216,1526,1526,1,1,TA,Unf,1,364,0,2010,144500
1055,60,CollgCr,8,5,2002,2002,Gd,Gd,1065,1091,1989,2,1,Gd,Fin,2,586,0,2006,255000
1056,20,NWAmes,6,5,1976,1976,TA,Gd,1193,1523,1523,2,1,TA,Fin,2,478,0,2008,180000
1057,120,NridgHt,7,5,2005,2005,Gd,Gd,1364,1364,1364,2,1,Gd,RFn,2,484,0,2006,185850
1058,60,NoRidge,7,6,1994,1994,Gd,Gd,973,979,1850,2,1,Gd,Fin,2,467,0,2009,248000
1059,60,NridgHt,9,5,2008,2008,Ex,Ex,1104,1130,2184,2,1,Ex,Fin,3,836,0,2009,335000
1060,50,Crawfor,6,7,1932,1950,TA,TA,854,1096,1991,1,1,TA,Unf,2,432,19,2007,220000
1061,120,StoneBr,8,5,2001,2001,Gd,Gd,1338,1338,1338,2,1,Gd,Fin,2,582,170,2010,213500
1062,30,IDOTRR,3,4,1935,1950,Fa,TA,894,894,894,1,1,TA,RFn,3,1248,0,2008,81000
1063,190,OldTown,5,5,1900,1950,TA,TA,662,1422,2337,2,2,TA,Unf,2,560,0,2007,90000
1064,30,OldTown,6,6,1925,1980,TA,TA,1103,1103,1103,1,1,Gd,Unf,2,440,0,2006,110500
1065,20,NAmes,5,6,1966,1966,TA,TA,1154,1154,1154,1,1,TA,RFn,2,480,0,2009,154000
1066,60,ClearCr,7,5,1996,1997,Gd,Ex,1306,1306,2260,2,1,Gd,RFn,2,533,0,2010,328000
1067,60,Gilbert,6,7,1993,1994,Gd,Gd,799,799,1571,2,1,TA,RFn,2,380,0,2009,178000
1068,60,NAmes,6,6,1964,1964,TA,TA,780,798,1611,1,1,TA,RFn,2,442,0,2008,167900
1069,160,MeadowV,6,4,1973,1973,TA,Gd,942,1291,2521,2,1,TA,Fin,2,576,0,2006,151400
1070,45,NAmes,5,7,1949,2003,TA,TA,845,893,893,1,1,Gd,Unf,2,576,0,2007,135000
1071,20,NAmes,5,5,1956,1956,TA,TA,1048,1048,1048,1,1,TA,Unf,1,286,0,2007,135000
1072,60,NWAmes,6,6,1968,1968,TA,TA,727,829,1556,1,1,TA,Unf,2,441,0,2009,154000
1073,50,Edwards,5,3,1948,1950,TA,Fa,810,1002,1456,1,1,TA,Unf,1,280,0,2006,91500
1074,60,Edwards,6,6,1977,1977,TA,TA,690,698,1426,1,1,TA,Fin,2,440,0,2009,159500
1075,20,CollgCr,7,5,2006,2006,Gd,Gd,1240,1240,1240,2,1,Gd,RFn,3,826,0,2007,194000
1076,70,Crawfor,7,6,1940,1984,TA,TA,800,960,1740,1,1,TA,Unf,1,240,0,2007,219500
1077,50,OldTown,5,8,1936,1989,TA,Fa,796,1096,1466,2,1,Gd,Unf,2,566,0,2006,170000
1078,20,NAmes,5,5,1969,1969,TA,TA,1096,1096,1096,1,1,TA,Fin,1,299,0,2006,138800
1079,120,CollgCr,6,5,2004,2004,Gd,Gd,848,848,848,1,1,Gd,RFn,2,420,0,2006,155900
1080,20,CollgCr,5,5,1994,1994,TA,Gd,990,990,990,1,1,TA,Unf,1,299,0,2007,126000
1081,20,NWAmes,6,7,1971,2004,Gd,TA,1258,1258,1258,2,1,Gd,RFn,2,528,0,2008,145000
1082,20,Sawyer,5,5,1963,1963,TA,TA,1040,1040,1040,1,1,TA,Fin,1,308,220,2010,133000
1083,20,CollgCr,7,5,2002,2002,Gd,Gd,1459,1459,1459,2,1,Gd,RFn,2,527,0,2007,192000
1084,20,NAmes,6,6,1964,1964,TA,TA,1251,1251,1251,1,1,TA,RFn,1,461,0,2006,160000
1085,60,Gilbert,6,5,1995,1996,TA,Gd,691,691,1498,2,1,TA,Fin,2,409,0,2006,187500
1086,85,SawyerW,6,6,1992,1992,TA,Gd,936,996,996,1,1,Gd,Unf,2,564,0,2010,147000
1087,160,MeadowV,4,5,1973,1973,TA,TA,546,546,1092,1,1,TA,RFn,1,286,0,2010,83500
1088,60,Somerst,8,5,2005,2006,Gd,Gd,1082,1082,1953,2,1,Gd,RFn,3,1043,0,2009,252000
1089,160,Edwards,7,5,2004,2004,Gd,Gd,970,970,1709,2,1,Gd,Unf,2,380,0,2006,137500
1090,120,Somerst,8,5,2005,2005,Gd,Gd,1247,1247,1247,1,1,Gd,Fin,2,550,0,2006,197000
1091,90,NAmes,3,4,1950,1950,TA,NA,0,1040,1040,2,2,TA,Unf,2,400,0,2009,92900
1092,160,Somerst,7,5,1999,2000,Gd,Gd,600,624,1252,2,1,Gd,Unf,2,462,0,2008,160000
1093,50,SWISU,6,5,1925,1950,TA,TA,1181,1390,1694,2,1,TA,Unf,2,576,128,2008,136500
1094,20,NAmes,5,8,1965,1998,TA,TA,864,1200,1200,1,1,Gd,Unf,2,884,0,2006,146000
1095,20,NAmes,5,7,1956,2000,TA,TA,936,936,936,1,1,TA,Fin,1,308,80,2010,129000
1096,20,CollgCr,6,5,2006,2006,Gd,Gd,1314,1314,1314,2,1,Gd,RFn,2,440,0,2007,176432
1097,70,IDOTRR,6,7,1914,2006,TA,TA,684,773,1355,1,1,Gd,NA,0,0,115,2007,127000
1098,120,StoneBr,8,5,1986,1986,Gd,Gd,1074,1088,1088,1,1,Gd,RFn,2,461,137,2007,170000
1099,50,BrkSide,4,6,1936,1950,TA,TA,672,757,1324,1,1,TA,Unf,1,240,0,2009,128000
1100,20,NWAmes,7,5,1978,1978,TA,Gd,1271,1601,1601,2,1,TA,RFn,2,478,0,2009,157000
1101,30,SWISU,2,5,1920,1950,TA,TA,290,438,438,1,1,Fa,Unf,1,246,0,2009,60000
1102,20,NAmes,5,5,1971,1971,TA,TA,950,950,950,1,1,TA,Unf,1,280,0,2007,119500
1103,20,NAmes,5,7,1960,2002,TA,TA,1010,1134,1134,1,1,TA,RFn,1,254,0,2007,135000
1104,20,NAmes,6,6,1959,1959,TA,TA,655,1194,1194,1,1,TA,Fin,2,539,192,2006,159500
1105,160,BrDale,5,5,1970,1970,TA,TA,630,630,1302,2,1,TA,Unf,2,440,0,2007,106000
1106,60,NoRidge,8,5,1994,1995,Gd,Ex,1463,1500,2622,2,1,Gd,RFn,2,712,0,2010,325000
1107,20,SawyerW,7,5,1990,1991,Gd,Gd,910,1442,1442,2,1,Gd,Fin,2,719,0,2007,179900
1108,60,Gilbert,7,5,2006,2006,Gd,Ex,868,887,2021,2,1,Gd,RFn,2,422,0,2006,274725
1109,60,Gilbert,6,5,2000,2000,TA,Gd,924,948,1690,2,1,TA,RFn,2,463,0,2007,181000
1110,20,NridgHt,8,5,2004,2005,Gd,Ex,1836,1836,1836,2,1,Gd,Fin,3,862,0,2009,280000
1111,60,Gilbert,6,5,1995,1996,TA,Gd,773,773,1658,2,1,TA,Fin,2,431,0,2008,188000
1112,60,NWAmes,7,6,1976,1976,TA,TA,803,1098,1964,2,1,TA,RFn,2,483,0,2008,205000
1113,20,NAmes,5,7,1957,1957,TA,TA,816,816,816,1,1,TA,Unf,1,308,0,2006,129900
1114,20,NAmes,5,7,1953,2006,TA,TA,1008,1008,1008,1,1,Gd,Unf,1,240,0,2007,134500
1115,20,OldTown,5,7,1954,2000,TA,TA,833,833,833,1,1,Gd,Unf,1,326,0,2006,117000
1116,20,NridgHt,8,5,2007,2007,Gd,Ex,1734,1734,1734,2,1,Ex,RFn,3,928,0,2007,318000
1117,80,Gilbert,8,5,2002,2002,Gd,Gd,408,779,1419,2,1,Gd,Fin,2,527,0,2009,184100
1118,20,Sawyer,5,7,1967,2003,TA,TA,894,894,894,1,1,Gd,RFn,2,450,0,2008,130000
1119,80,Sawyer,5,6,1958,1987,TA,TA,533,1021,1601,1,1,TA,RFn,1,300,0,2008,140000
1120,20,NAmes,5,5,1959,1959,TA,TA,1040,1040,1040,1,1,TA,RFn,1,286,252,2006,133700
1121,30,IDOTRR,6,5,1920,1950,TA,TA,1012,1012,1012,1,1,TA,Unf,1,308,112,2007,118400
1122,20,CollgCr,7,5,2005,2006,Gd,Gd,1552,1552,1552,2,1,Gd,RFn,3,782,0,2006,212900
1123,20,Edwards,4,3,1956,1956,TA,TA,672,960,960,1,1,TA,Unf,1,288,0,2009,112000
1124,20,Edwards,5,9,1947,2008,TA,TA,698,698,698,1,1,TA,NA,0,0,0,2009,118000
1125,80,Gilbert,7,5,1992,1992,TA,Gd,384,812,1482,2,1,Gd,Fin,2,392,0,2007,163900
1126,20,NAmes,4,5,1955,1955,TA,TA,1005,1005,1005,1,1,Fa,Unf,2,672,0,2009,115000
1127,120,Blmngtn,7,5,2007,2007,Gd,Gd,1373,1555,1555,2,1,Gd,Fin,3,660,0,2009,174000
1128,20,Gilbert,7,5,2004,2004,Gd,Gd,1530,1530,1530,2,1,Gd,Fin,3,630,0,2007,259000
1129,60,Gilbert,7,5,2004,2005,Gd,Gd,847,847,1959,2,1,Gd,Fin,2,434,0,2007,215000
1130,90,OldTown,5,5,1980,1980,TA,Gd,936,936,936,1,1,TA,Unf,2,672,0,2007,140000
1131,50,SWISU,4,3,1928,1950,TA,TA,1122,1328,1981,2,1,Gd,Unf,2,576,0,2009,135000
1132,20,Mitchel,5,5,1991,1992,TA,Gd,974,974,974,1,1,TA,NA,0,0,0,2007,93500
1133,70,OldTown,6,4,1880,1950,TA,TA,1008,1178,2210,2,1,Fa,Unf,1,205,0,2007,117500
1134,60,SawyerW,8,5,1995,1995,Gd,Gd,1128,1142,2020,2,1,Gd,RFn,2,466,0,2009,239500
1135,60,Gilbert,6,5,1997,1997,TA,Gd,916,916,1600,2,1,TA,Fin,2,460,0,2007,169000
1136,30,BrkSide,6,5,1926,1950,TA,TA,960,986,986,1,1,TA,Unf,1,180,0,2007,102000
1137,50,NAmes,6,5,1950,1950,TA,TA,1032,1032,1252,1,1,TA,Unf,1,288,96,2008,119000
1138,50,Sawyer,5,8,1875,1996,TA,TA,780,780,1020,1,1,TA,NA,0,0,176,2010,94000
1139,20,Mitchel,6,5,1977,1977,TA,TA,1567,1567,1567,2,1,Gd,RFn,2,714,0,2009,196000
1140,30,BrkSide,5,5,1920,1950,TA,TA,915,1167,1167,1,1,TA,Unf,2,495,216,2007,144000
1141,20,NAmes,5,7,1951,1951,TA,TA,952,952,952,1,1,TA,Unf,2,840,0,2008,139000
1142,60,NWAmes,5,7,1976,1976,TA,TA,780,1088,1868,2,1,Gd,Unf,2,484,0,2009,197500
1143,60,CollgCr,8,5,2006,2007,Gd,Ex,1466,1466,2828,3,1,Gd,RFn,3,1052,0,2007,424870
1144,20,Sawyer,5,3,1959,1959,TA,TA,1006,1006,1006,1,1,TA,NA,0,0,0,2008,80000
1145,190,Edwards,4,4,1941,1950,TA,Gd,672,672,924,1,1,Fa,Unf,1,280,0,2010,80000
1146,50,BrkSide,5,6,1928,1950,TA,TA,1042,1042,1576,1,1,TA,Unf,1,225,0,2006,149000
1147,20,SawyerW,6,5,1985,1985,Gd,Gd,1298,1298,1298,2,1,Gd,Unf,2,403,0,2006,180000
1148,70,Crawfor,7,7,1941,1950,TA,TA,704,860,1564,1,1,Fa,Unf,1,234,0,2009,174500
1149,50,OldTown,7,7,1926,1950,TA,TA,572,572,1111,1,1,TA,Unf,1,288,176,2008,116900
1150,70,OldTown,7,9,1920,1988,TA,TA,650,832,1482,1,1,TA,Unf,2,324,0,2009,143000
1151,20,NAmes,6,5,1950,1950,TA,TA,932,932,932,1,1,Gd,Unf,1,306,214,2007,124000
1152,20,Edwards,5,4,1959,1959,TA,TA,1466,1466,1466,1,1,Fa,Fin,2,528,0,2006,149900
1153,20,Crawfor,6,7,1956,2004,TA,TA,1073,1811,1811,1,1,Ex,Fin,2,470,280,2006,230000
1154,30,IDOTRR,6,8,1930,2007,Gd,TA,816,816,816,1,1,TA,Unf,1,432,96,2008,120500
1155,60,NAmes,7,6,1965,1988,TA,TA,864,902,1820,1,1,Gd,Unf,2,492,0,2008,201800
1156,20,Veenker,5,8,1976,2004,Gd,Gd,1437,1437,1437,2,1,Gd,RFn,2,528,0,2007,218000
1157,80,NAmes,5,8,1965,1999,TA,TA,1219,1265,1265,2,1,Gd,RFn,2,502,0,2008,179900
1158,120,NridgHt,7,5,2007,2008,Gd,Gd,1314,1314,1314,2,1,Gd,RFn,2,626,0,2009,230000
1159,20,Somerst,8,5,2007,2008,Gd,Gd,1580,1580,1580,2,1,Gd,RFn,3,830,0,2008,235128
1160,60,NWAmes,6,6,1974,1974,Gd,TA,901,943,1876,2,1,Gd,RFn,2,540,0,2008,185000
1161,160,NPkVill,6,5,1978,1978,TA,Gd,855,855,1456,2,1,TA,Unf,2,440,0,2010,146000
1162,20,Crawfor,6,7,1954,2006,Gd,TA,1296,1640,1640,1,1,Gd,Unf,2,924,0,2008,224000
1163,20,Sawyer,5,5,1968,1968,TA,Gd,894,894,894,1,1,TA,Fin,2,450,0,2007,129000
1164,90,Sawyer,4,4,1969,1969,TA,Gd,1198,1258,1258,0,2,TA,Unf,2,400,0,2008,108959
1165,80,Veenker,5,7,1978,1978,TA,Gd,1360,1432,1432,1,1,Gd,Unf,2,588,0,2007,194000
1166,20,NridgHt,7,5,2009,2009,Gd,Gd,1502,1502,1502,2,1,Gd,RFn,2,644,0,2009,233170
1167,20,CollgCr,8,5,2008,2008,Gd,Gd,1694,1694,1694,2,1,Gd,RFn,3,776,0,2010,245350
1168,60,Gilbert,6,5,2000,2000,TA,Gd,959,959,1671,2,1,TA,Fin,2,472,0,2006,173000
1169,70,Edwards,6,7,1935,1986,TA,TA,1127,1236,2108,2,1,Gd,Unf,2,540,0,2008,235000
1170,60,NoRidge,10,5,1995,1996,Gd,Ex,1930,1831,3627,3,1,Gd,Fin,3,807,0,2006,625000
1171,80,Mitchel,6,6,1977,1977,TA,TA,1096,1118,1118,1,1,TA,Fin,1,358,0,2008,171000
1172,20,NAmes,6,6,1958,1958,TA,TA,1261,1261,1261,1,1,TA,RFn,2,433,0,2008,163000
1173,160,Somerst,7,5,2006,2007,Gd,Gd,625,625,1250,2,1,Gd,Fin,2,625,0,2008,171900
1174,50,ClearCr,5,6,1946,1994,TA,TA,1598,1636,3086,3,1,Ex,NA,0,0,0,2007,200500
1175,70,Crawfor,6,8,1932,1950,TA,Gd,952,1170,2345,2,1,TA,Unf,2,360,0,2006,239000
1176,50,NoRidge,8,5,1992,2000,Gd,Gd,1683,2129,2872,2,1,Gd,Fin,2,541,0,2007,285000
1177,20,Mitchel,5,5,1984,1985,TA,TA,876,923,923,1,1,TA,Unf,1,264,0,2008,119500
1178,50,OldTown,6,8,1926,2004,TA,TA,818,818,1224,1,1,TA,Unf,1,210,116,2009,115000
1179,50,Crawfor,5,6,1921,1950,TA,TA,731,820,1343,1,1,TA,Unf,1,186,102,2009,154900
1180,20,Edwards,5,5,1954,1954,TA,NA,0,1124,1124,1,1,TA,NA,0,0,190,2006,93000
1181,60,Timber,7,5,1990,1991,TA,Gd,1216,1298,2514,2,1,TA,Fin,2,693,0,2006,250000
1182,120,Crawfor,8,5,2008,2008,Ex,Ex,1600,1652,1652,2,1,Gd,Fin,2,482,0,2008,392500
1183,60,NoRidge,10,5,1996,1996,Gd,Ex,2396,2411,4476,3,1,Ex,Fin,3,813,0,2007,745000
1184,30,OldTown,5,6,1920,1950,TA,TA,1120,1130,1130,1,1,TA,Unf,2,720,0,2006,120000
1185,20,Timber,5,4,1963,1963,TA,TA,1572,1572,1572,1,1,TA,RFn,3,995,0,2007,186700
1186,50,Edwards,5,7,1924,1950,TA,TA,784,949,1221,1,1,TA,Unf,1,392,236,2006,104900
1187,190,OldTown,3,5,1900,1970,TA,Fa,978,1014,1699,2,2,TA,Unf,2,420,0,2009,95000
1188,20,NoRidge,8,5,1994,1995,Gd,Gd,1624,1624,1624,2,1,Gd,RFn,3,757,192,2006,262000
